Codi farm,Oficina de farmàcia,Tipus via,Nom via,Núm. Via,Municipi,CP,ABS,Telèfon
F25003940,GRAUS ROBINAT. ESTHER,PS,RODES,6,IVARS D'URGELL,25260,161 PLA D'URGELL,973580004
F25004051,ALMANSA ARTIGA. MARGARIDA/MARGINET CALZADO. SUSANNA,PL,QUERIMONIA ,S/N,LES,25540,7 ARAN,973647244
F25004164,PERERA GRAU. MA JOSEFA,CR,LA FONT,36,JUNEDA,25430,86 LES BORGES BLANQUES,973150106
F25004206,CUÑAT SOLA. EMMA,PL,PLANELL,21,LINYOLA,25240,161 PLA D'URGELL,973575062
F25004319,BLASCO GONZALEZ. MARINA,CR,RAVAL,21,LLARDECANS,25186,129 LA GRANADELLA,973130455
F25004421,GAYA DOMINGO. JOSEP MA,PL,COMANDANT SERRET,8,BELIANES,25266,81 BELLPUIG,973331129
F25004534,SANTOS SAUGERAT. MERCE,CR,SEGRE,21,MONTELLÀ I MARTINET,25725,233 LA SEU D'URGELL,973515165
F25004647,FIGUEROLA ARGELICH. NURIA,PL,M. BERTRAN,5,MOLLERUSSA,25230,161 PLA D'URGELL,973600218
F25004750,ROS SIMO. CLARA,PL,MAJOR,12,MOLLERUSSA,25230,161 PLA D'URGELL,973600174
F25004862,GINÉ CORTÉS. PILAR,AV,DEL REVEREND PARE MIRATS,7,MONTGAI,25616,14 BALAGUER,973430358
F25004904,MIJANA FARRENY. MARIA CARME/MIJANA FARRENY. MERCEDES.,CR,IGNASI ESTEVE,9,OLIANA,25790,169 ALT URGELL-SUD,973470706
F25005016,SIMON SALA. M. ANGELS,CT,LLEIDA-ESPIGOLERS,S/N,ORGANYÀ,25794,169 ALT URGELL-SUD,973382193
F25005129,ESQUERDA. AURELI/ESQUERDA.CARME,PL,MAJOR,6,EL PALAU D'ANGLESOLA,25243,161 PLA D'URGELL,973601340
F25005231,SOLDUGA CAMARERO. XAVIER,AV,VERDAGUER,21,LA POBLA DE SEGUR,25500,179 LA POBLA DE SEGUR,973680015
F25005344,GABAS ROCAFORT. JORDI,CR,SANT MIQUEL DEL PUY,8,LA POBLA DE SEGUR,25500,179 LA POBLA DE SEGUR,973680066
F25005560,CAPELLADES PERERA. ANTONI,CT,DE LA SEU,6,PONTS,25740,181 PONTS,973460994
F25005714,BORRAS OBRADOR. CARME,CR,CIUTAT DE LLEIDA,8,EL PONT DE SUERT,25520,180 ALTA RIBAGORÇA,973690108
F25005827,GRAÑO LLORDES RAMON (hereus) ,CR,MAJOR,49,SANT GUIM DE FREIXENET,25270,106 CERVERA,973556222
F25005930,PUJOL RIUS. RICARD,CR,BASSAL,4,SANAÜJA,25753,181 PONTS,973550259
F25006041,PONT ALBIOL. MA. LLUÏSA,CR,RAVAL DEL PONT,1,RIBERA D'ONDARA,25213,106 CERVERA,973540195
F25006154,MARSINYACH CALVET. INGRID,CR,MAJOR,34,LA SEU D'URGELL,25700,233 LA SEU D'URGELL,973350120
F25006267,BARIOS SERO. MATILDE,CR,SANT JOSEP DE CALASSANÇ,3,LA SEU D'URGELL,25700,233 LA SEU D'URGELL,973350188
F25006309,CARNICERO RAMON. BLANCA,CR,METGE,13,SERÒS,25183,232 SERÒS,973780031
F25006411,CASSERRAS MORENO. MARIA DOLORS,AV,PONT,4,SOLSONA,25280,236 EL SOLSONÈS,973480018
F25006524,BOIX SERRA. ANTONI,PS,ANTONI MARIA CLARET,1,SOLSONA,25280,236 EL SOLSONÈS,973480048
F25006637,MALLORQUES VILANOVA. M. TERESA,CR,MAJOR,40,SORT,0,,973620065
F25006740,ROBINAT ROS. XAVIER,CR,ALONSO MARTINEZ,35,TÀRREGA,25300,245 TÀRREGA,973310117
F25006852,MESTRES DURAN. ANNA M.,AV,CATALUNYA,11,TÀRREGA,25300,245 TÀRREGA,973310738
F25006965,ROBINAT ALBAREDA.  NURIA,CR,SANTA CLARA,2A,TÀRREGA,25300,245 TÀRREGA,973310451
F25007006,BIOSCA CARULLA. RAMON,CR,CARME,30,TÀRREGA,25300,245 TÀRREGA,973310186
F25007119,CAMPIÑEZ VICTORIO. EVA,CR,LA BASCULA,9,TÉRMENS,25670,14 BALAGUER,973180037
F25007221,CASANELLAS CASANOVAS. MARIA,CR,DEL PATI,5,TORÀ,25750,88 CALAF,973473220
F25007334,ARGILES ALUJA. MARIA TERESA,PL,CANALEJAS,3,TORREGROSSA,25141,161 PLA D'URGELL,973170144
F25007447,ENJUANES BRUALLA. MONTSERRAT,CR,PERESALL,12,TREMP,25620,259 TREMP,973650138
F25007550,MARTINEZ BORRAS. NURIA,CR,SOLDEVILA,11,TREMP,25620,259 TREMP,973650032
F25007704,PALA ARIÑO. DOLORS,CR,SENTIN,2,VIELHA E MIJARAN,25530,7 ARAN,973642585
F25007817,TRULL BORRAS. JOAN,CR,MAJOR,71,VILANOVA DE BELLPUIG,25264,161 PLA D'URGELL,973321136
F25007920,REDONO VAHLE. MARIA,CR,AGER,23,LLEIDA,25001,140 LLEIDA 6 BORDETA-MAGRANERS,973206992
F25008031,GENE TORRELLES. MONTSERRAT,CR,BARÓ DE MAIALS,52,LLEIDA,25005,138 LLEIDA 4 BALÀFIA-PARDINYES,973269649
F25008144,HELLIN PARELLADA. ALFRED,CR,SANT ANTONI,13,LLEIDA,25002,135 LLEIDA 1 CENTRE HISTÒRIC-RAMBLA FERRAN,973278004
F25008257,VOLTAS TRULLOLS. VICENTA,CR,CARMEN,23,LLEIDA,25007,135 LLEIDA 1 CENTRE HISTÒRIC-RAMBLA FERRAN,973247141
F25008360,DE VILLALONGA PIFARRE.FRANCISCO,CR,BOTERS,25,LLEIDA,25002,137 LLEIDA 3 EIXAMPLE,973267792
F25008401,ARAGONES GUARRO.RAMON MARIA,PL,PAERIA,1,LLEIDA,25007,135 LLEIDA 1 CENTRE HISTÒRIC-RAMBLA FERRAN,973243945
F25008514,VILLALONGA PIFARRE. IGNACIO DE,RB,FERRAN,34,LLEIDA,25007,135 LLEIDA 1 CENTRE HISTÒRIC-RAMBLA FERRAN,973238070
F25008627,FREIXINET FONDEVILA. JOAN,PS,GRAN DE RONDA,70,LLEIDA,25006,137 LLEIDA 3 EIXAMPLE,973264867
F25008730,MIARNAU PONS. MERCE,PL,EXERCIT ,5,LLEIDA,25002,136 LLEIDA 2 PRIMER DE MAIG,973260238
F25008842,BARIOS BAQUERO. ANTONIO/BARIOS BAQUERO.ROSALIA,CR,RIU EBRE,10,LLEIDA,25001,139 LLEIDA 5 CAPPONT,973266305
F25009067,ARCAYA ABÓS. CRISTINA,PL,LA SAL,2,LLEIDA,25007,135 LLEIDA 1 CENTRE HISTÒRIC-RAMBLA FERRAN,973241996
F25009109,FREIXENET TRESANCHEZ. JORDI MIQUEL,CR,MOSSEN REIG,14-16,LLEIDA,25008,379 LLEIDA 7 ONZE DE SETEMBRE,973242163
F25009211,PEÑA ZALDIVAR. ELENA,PL,SANT JORDI,S/N,LLEIDA,25001,140 LLEIDA 6 BORDETA-MAGRANERS,973199129
F25009324,SAEZ PONS. GUILLEM/REGUÉ VIDAL. ROSA,CR,DOCTOR TRUETA,12,LLEIDA,25001,139 LLEIDA 5 CAPPONT,973241705
F25009437,ANADON SOLE. RAMON,AV,BALMES,44,LLEIDA,25006,137 LLEIDA 3 EIXAMPLE,973231664
F25009540,MARTI TORRES. MONTSERRAT,CR,PI I MARAGALL,20,LLEIDA,25004,135 LLEIDA 1 CENTRE HISTÒRIC-RAMBLA FERRAN,973237232
F25009652,GARROS IGLESIAS. ESTHER,AV,PRAT DE LA RIBA,53,LLEIDA,25004,135 LLEIDA 1 CENTRE HISTÒRIC-RAMBLA FERRAN,973232112
F25009765,PRAT MORELL. FRANCISCO J,CR,DEL BRUC ,30,LLEIDA,25001,139 LLEIDA 5 CAPPONT,973200694
F25009807,ISANTA PANADES.JOSEP R/CRUSELLAS LOSA.ARIADNA,CR,ALCALDE PORQUERAS,76,LLEIDA,25005,138 LLEIDA 4 BALÀFIA-PARDINYES,973280520
F25009910,VILLALONGA PIFARRE. CARMEN,CR,HOSTAL DE LA BORDETA,2,LLEIDA,25001,140 LLEIDA 6 BORDETA-MAGRANERS,973201892
F25010023,PIQUE FARRE. MARIBEL,CR,PI I MARGALL,58,LLEIDA,25004,135 LLEIDA 1 CENTRE HISTÒRIC-RAMBLA FERRAN,973232184
F25010136,PEÑA SAEZ. LLUIS,AV,CORREGIDOR ESCOFET,39,LLEIDA,25005,138 LLEIDA 4 BALÀFIA-PARDINYES,973230450
F25010249,SALAFRANCA SURRIBAS. ANNA,CR,DE LLUIS COMPANYS,12,LLEIDA,25003,136 LLEIDA 2 PRIMER DE MAIG,973268391
F25010351,RAZQUIN CARULLA. ANNA M.,CR,SANT MARTI,39,LLEIDA,25004,137 LLEIDA 3 EIXAMPLE,973231766
F25010464,YEREGUI REÑE. JUAN,CR,CORREGIDOR ESCOFET,12,LLEIDA,25005,138 LLEIDA 4 BALÀFIA-PARDINYES,973231708
F25010506,MANSO ABIZANDA. DANIEL/MANSO ABIZANDA. MERCE,PS,GRAN DE RONDA,43,LLEIDA,25003,136 LLEIDA 2 PRIMER DE MAIG,973263428
F25010619,BADIA CLAVERA. MERCE,AV,PRAT DE LA RIBA,91,LLEIDA,25004,135 LLEIDA 1 CENTRE HISTÒRIC-RAMBLA FERRAN,973232917
F25010721,GARRA TICO. MONTSERRAT,CR,ALCALDE COSTA,15,LLEIDA,25002,136 LLEIDA 2 PRIMER DE MAIG,973266971
F25010834,PUIGPINOS LLURDA. ERMA,CR,HUMBERT TORRES,22,LLEIDA,25008,137 LLEIDA 3 EIXAMPLE,973268586
F25010947,MESTRE GORNE. ANTONI,AV,GARRIGUES,34,LLEIDA,25001,139 LLEIDA 5 CAPPONT,973201198
F25011059,MOLA YUDEGO. LAURA.,CR,VALLCALENT,45,LLEIDA,25006,137 LLEIDA 3 EIXAMPLE,973279007
F25011161,BALDOMA CARROBE. MARIA,CR,ALCALDE RECASENS,21,LLEIDA,25005,138 LLEIDA 4 BALÀFIA-PARDINYES,973232637
F25011203,TURMO BENDICHO. MARIA,AV,PRAT DE LA RIBA,30,LLEIDA,25004,137 LLEIDA 3 EIXAMPLE,973233327
F25011316,ROCA TURULL. LEONOR,CR,MARIOLA,37,LLEIDA,25003,136 LLEIDA 2 PRIMER DE MAIG,973262639
F25011429,/ROSINACH MONTEGUT. F.XAVIER,PS,GRAN DE RONDA,93,LLEIDA,25006,137 LLEIDA 3 EIXAMPLE,973268016
F25011531,ISANTA SALVADO.IMMA/BENDICHO TORRESCASANA.ELENA,PS,GRAN DE RONDA,139,LLEIDA,25008,379 LLEIDA 7 ONZE DE SETEMBRE,973233579
F25011644,GARCIA FERNANDEZ/ISANTA GARCIA/ISANTA CRUSELLAS,AV,PIUS XII,7,LLEIDA,25003,136 LLEIDA 2 PRIMER DE MAIG,973264820
F25011757,SIMO MAS. ROBERT,CR,PRINCEP DE VIANA,99,LLEIDA,25008,379 LLEIDA 7 ONZE DE SETEMBRE,973233765
F25011860,SOLSONA FIGOLS. ROSER,PS,GRAN DE RONDA,16,LLEIDA,25002,136 LLEIDA 2 PRIMER DE MAIG,973265227
F25011901,DELMAS DOMINGO.F. TERESA,AV,BALAFIA,6-8,LLEIDA,25005,138 LLEIDA 4 BALÀFIA-PARDINYES,973241889
F25012013,ROURE CAMPOS. YOLANDA.,CR,VINYES DE DALT,5,TORRES DE SEGRE,25170,2 ALCARRÀS,973796084
F25012126,VENDRELL ROC. CAROL,CR,MAJOR,74,ALMACELLES,25100,334 ALMACELLES,973740268
F25012239,ESCUE PALACIN. VANESSA,PL,JOAN XXIII,5,LLEIDA,25001,140 LLEIDA 6 BORDETA-MAGRANERS,973202244
F25012341,BONET PORQUERAS. ISABEL,CR,SINDICAT,36,SOSES,25181,2 ALCARRÀS,973107484
F25012454,PURGIMON FELIU. JOAN LLUIS,CR,SANT JOAN  BAPTISTA DE LA SALLE,52,LA SEU D'URGELL,25700,233 LA SEU D'URGELL,973351307
F25012567,PALA ARIÑO. M. EUGENIA,CR,"""VAQUEIRA BERET EDIFICI""""CAMPALIA""""""",3,NAUT ARAN,25598,7 ARAN,973644462
F25012609,REVES FREIXA. CLARA.,AV,GUILLEM DE ROSELLO,S/N,ROSSELLÓ,25124,141 LLEIDA RURAL 1-NORD,973730386
F25012711,CASAS PONS. DOLORS,CT,BERGA,23 BIS,SANT LLORENÇ DE MORUNYS,25282,236 EL SOLSONÈS,973492279
F25012824,SABANES ABELLANA. J. RAMON,CT,DE TARRAGONA,6,VINAIXA,25440,86 LES BORGES BLANQUES,973175361
F25012937,DEL CAMPO ANDION. MARTA,CR,LLIBERTAT,84,LLEIDA,25005,138 LLEIDA 4 BALÀFIA-PARDINYES,973234411
F25013049,CURCO RIBELLES.MA ANGELS,CR,EUROPA,8,ARTESA DE LLEIDA,25150,329 LLEIDA RURAL 2-SUD,973167204
F25013151,BOBET GUIU.MAGDALENA,CR,DOCTOR ROBERT,82 A,ALBATÀRREC,25171,329 LLEIDA RURAL 2-SUD,973720117
F25013264,FARRAS MINGUELL. MIQUEL,PS,RAMON TOMAS PELLISSO,3,VERDÚ,25340,245 TÀRREGA,973347047
F25013306,BERTRAN PIQUÉ. MARIA ISABEL,CR,DE LA CREU,4,CORBINS,25137,141 LLEIDA RURAL 1-NORD,973190255
F25013419,BARRULL BECERRA. NURIA,CR,DE LA POBLA,53,LA GRANADELLA,25177,129 LA GRANADELLA,973110295
F25013521,TICO TICO. CECILIA,CR,MAJOR,60,ALCOLETGE,25660,141 LLEIDA RURAL 1-NORD,973197000
F25013634,TOSQUELLA ANGRILL. M. DOLORS,AV,SANT RAMON,57,SANT RAMON,25215,106 CERVERA,973524092
F25013747,LABRAÑA SALAS. JOSEP,CR,CARRETERA VELLA,20,GOLMÉS,25241,161 PLA D'URGELL,973602009
F25013850,AGUSTI GARRIGO. JOANA,PL,PORTAL,10,ISONA I CONCA DELLÀ,25650,259 TREMP,973664160
F25013962,OLIVA GISTAU. MONTSERRAT/VILA OLIVA. MONTSERRAT,AV,LLEIDA,10,LA GRANJA D'ESCARP,25185,232 SERÒS,973782189
F25014003,VERGOÑOS GILI. ALFONSO,CR,PORTELLA,1,BENAVENT DE SEGRIÀ,25132,141 LLEIDA RURAL 1-NORD,973777245
F25014116,CASAÑAS TORRES. OLGA,AV,CANAL,9,MOLLERUSSA,25230,161 PLA D'URGELL,973602365
F25014229,VALIENTE BAUTISTA. MIGUEL,PL,CATALUNYA,8,CASTELLDANS,25154,86 LES BORGES BLANQUES,973120223
F25014331,ORTEU BELILLES. GEMMA,CR,DELS PLANS,2,MIRALCAMP,25242,161 PLA D'URGELL,973602856
F25014444,MASANA PAVON. MARTA,CR,BARCELONETA,9,MAIALS,25179,232 SERÒS,973130511
F25014557,BORRAS BONETE. MONTSERRAT,CR,MAJOR,36,MENÀRGUENS,25139,14 BALAGUER,973180519
F25014660,RUIZ ROSELL. ANA CARMEN,PL,MAJOR,12,PUIGVERD DE LLEIDA,25153,329 LLEIDA RURAL 2-SUD,973167337
F25014701,PONTON SIVILLA. FERNANDO LUIS,AV,PROGRES. Bloc-4,11,VILALLER,25552,180 ALTA RIBAGORÇA,973698137
F25014927,TRIBO ALCOBE. MONTSERRAT,CR,SANTA MARIA,8,CAMARASA,25613,14 BALAGUER,973420200
F25015039,PERA YSAC. NURIA,CT,PUIGCERDA,S/N,VILANOVA DE LA BARCA,25690,141 LLEIDA RURAL 1-NORD,973190307
F25015141,PUJOL GRAU. CLIMENT ,CT,D'ISONA,S/N,COLL DE NARGÓ,25793,169 ALT URGELL-SUD,973383386
F25015254,BIFET GONZALEZ. SABRINA,CR,SANT SEBASTIA,S/N,TORREFARRERA,25123,141 LLEIDA RURAL 1-NORD,973750345
F25015367,JOSA PONS. ROSA MA,AV,JOAN ORO,6,ÀGER,25691,14 BALAGUER,973455060
F25015409,BLASCO VILA. ELEUTERI,CR,SANT PERE,5,SUDANELL,25173,329 LLEIDA RURAL 2-SUD,973258072
F25015511,MEDA BALDOMA. MERCE,CR,RAVAL,12,ELS ALAMÚS,25221,161 PLA D'URGELL,973199129
F25015624,AIGUABELLA ALENTA. JOSEP,CR,MAJOR,5,VALLFOGONA DE BALAGUER,25680,14 BALAGUER,973432151
F25015737,RUBIES PRAT. NURIA,CR,FONT VELLA,S/N,OS DE BALAGUER,25610,14 BALAGUER,973438018
F25015840,CAUS ESQUE. JOSEP MA,PL,MAJOR,1,CASTELLNOU DE SEANA,25265,161 PLA D'URGELL,973321259
F25015952,PEREZ TORRES. ROSA MA.,AV,CATALUNYA,12,CASTELLÓ DE FARFANYA,25136,14 BALAGUER,973428070
F25016064,SIURANETA MOLINS. LAURA,CR,NOU,8,MASSALCOREIG,25184,232 SERÒS,973793786
F25016106,ALUJA GINE. MONTSERRAT,CR,POMPEU FABRA,20,L'ALBAGÉS,25155,86 LES BORGES BLANQUES,973121240
F25016219,REÑE ESPINET. MONTSERRAT,RB,8 DE MAIG,10,EL POAL,25143,161 PLA D'URGELL,973565663
F25016321,ANDREU BARBERA. XAVIER/BARBERA SUBIRA. DOLORS,CR,CARLES VALLES,5,VILANOVA DE SEGRIÀ,25133,141 LLEIDA RURAL 1-NORD,973777288
F25016434,ALFONSO GALAN. MARIA ENCINA,PL,MESTRE COSTA,10,SARROCA DE LLEIDA,25175,329 LLEIDA RURAL 2-SUD,973126101
F25016547,TOTIME EBUERA. ERNESTINA,CR,SANT PELEGRÍ?,90,TÀRREGA,25300,245 TÀRREGA,973311129
F25016650,ORRIT ROCAFORT. ASSUMPCIO,AV,FLAMISSELL,17,SENTERADA,25514,179 LA POBLA DE SEGUR,973661758
F25016762,BALAÑA BARO. LAURA,CR,Balaguer,3,TORRELAMEU,25138,14 BALAGUER,973190505
F25016804,AUMEDES FARRE. TERESA,CR,DEL MIG,12,PENELLES,25335,14 BALAGUER,973610582
F25017029,MAS LACRUZ. MARIA JOSE,CR,BALAGUER,1,LA SENTIU DE SIÓ,25617,14 BALAGUER,973425051
F25017131,MORAN SITJA. MARIA JOSE,CR,CARRETERA,35,SIDAMON,25222,161 PLA D'URGELL,973717105
F25017244,CAMPO BARRAU. M CRISTINA,CT,CALDES DE BOI. ED.LA COMELLA,S/N,LA VALL DE BOÍ,25527,180 ALTA RIBAGORÇA,973694010
F25017357,CASTELLÓ POLINA. LAURA,PL,DE LA CREU,1,LA PORTELLA,25134,141 LLEIDA RURAL 1-NORD,973118692
F25017460,ZALDIVAR GONZALEZ - MORENO. I.,CR,BARO DE MAIALS,20,LLEIDA,25005,138 LLEIDA 4 BALÀFIA-PARDINYES,973220947
F25017501,BERNAUS DARBRA. JUDITH,AV,CATALUNYA,91,VILA-SANA,25245,161 PLA D'URGELL,973711321
F25017614,AIGUABELLA ALENTA. MA. GORETTI,AV,PRESIDENT MACIA,15 BIS,FONDARELLA,25244,161 PLA D'URGELL,973711253
F25017727,BOTANCH CATALÀ. SÍLVIA,AV,PAS D'ARRO,54,VIELHA E MIJARAN,25530,7 ARAN,973642346
F25017830,VIÑAS FOLCH.EULALIA,CT,DE LA VALL D'ARAN,27,LLAVORSÍ,25595,174 PALLARS SOBIRÀ,973622218
F25017942,ALONSO QUINTANILLA.ESPERANÇA,PS,DE L'ESPORT,S/N,JUNCOSA,25165,129 LA GRANADELLA,973128266
F25018054,COLLADO BAILLO. ADELAIDA ,CR,RAMON PERELLO,1,VILAGRASSA,25330,245 TÀRREGA,973500397
F25018167,GRANELL MOLINS. ENRIQUETA,CT,DE PUIGCERDA,S/N,CUBELLS,25737,14 BALAGUER,973459192
F25018209,TEIXIDO SALVADO. CRISTINA,CR,PAU CASALS,9,L'ESPLUGA CALBA,25410,86 LES BORGES BLANQUES,973156282
F25018311,COLL SERRES. CARME,PL,CATALUNYA,3,PREIXANA,25263,81 BELLPUIG,973322296
F25018424,CESPEDES ALEU. MONICA,CR,LA CREU,S/N,MONTOLIU DE LLEIDA,25172,329 LLEIDA RURAL 2-SUD,973720676
F25018640,VICENTE-FRANQUEIRA RODRIGUEZ. RAMON M,CT,DE LA SEU,S/N,RIBERA D'URGELLET,25796,233 LA SEU D'URGELL,973387387
F25018752,VIDAL SENSI. PILAR ,AV,FLORA CADENA,10,RIALP,25594,174 PALLARS SOBIRÀ,973621217
F25018907,ROURE CAMPOS. YOLANDA,CT,DE BALAGUER,22,ALGERRI,25130,3 ALFARRÀS/ALMENAR,973426189
F25019121,RIBES JORGE. MARTA,CR,AGUSTI DURAN SANPERE,16,LLEIDA,25001,139 LLEIDA 5 CAPPONT,973212162
F25019234,CABALLERO GOBERN. FRANCESC,PL,DE LA TROBADA,S/N,MONTFERRER I CASTELLBÒ,25711,233 LA SEU D'URGELL,973353806
F25019347,HIDALGO FERNANDEZ. RAFAEL,CT,DE MANRESA,24,OLIUS,25286,236 EL SOLSONÈS,973480466
F25019450,PERUCHET CASAL. M. TERESA,CR,JOAQUIN VIOLA LAFUERZA,16-18,LA SEU D'URGELL,25700,233 LA SEU D'URGELL,973355550
F25019562,ALONSO BERDUN. ROSA,CR,PUIG,5,PRULLANS,25727,103 LA CERDANYA,973511158
F25019604,RAMI BUL. SILVIA,CR,BARO DE MAIALS,93,LLEIDA,25005,138 LLEIDA 4 BALÀFIA-PARDINYES,973228237
F25019820,CINCA CODINA. ROSA,AV,GENERALITAT,45,GUISSONA,25210,106 CERVERA,973552506
F25019932,BONET NOTARIO. JOSEP MARIA.,PS,DE RONDA,42,ALCARRÀS,25180,2 ALCARRÀS,973784001
F25020046,GUILANYA FELIU. MIREIA ROSA,AV,GUILLEM GRAELL,16,LA SEU D'URGELL,25700,233 LA SEU D'URGELL,973355891
F25020102,BOIX MARTINEZ. ANNA,CR,MOSSEN JACINT VERDAGUER,9,SOLSONA,25280,236 EL SOLSONÈS,973483030
F25020110,RIU VILALTA. MARIA,CT,DE MANRESA,22,SOLSONA,25280,236 EL SOLSONÈS,973480148
F25020127,PINTÓ GUILAMANY. ANA,AV,MARIA ANZIZU,31-33,ARTESA DE SEGRE,25730,12 ARTESA DE SEGRE,973400062
F25020134,GONZALEZ BLANCO. GLORIA,CR,TARRAGONA,19,TREMP,25620,259 TREMP,973652525
F25020141,GOMEZ ADRIAN. CRISTINA,CR,MAJOR,190,ALCARRÀS,25180,2 ALCARRÀS,939999999
F25020159,SIMO CORTIELLA. ANNA,CR,ALCALDE PORQUERAS,91,LLEIDA,25005,379 LLEIDA 7 ONZE DE SETEMBRE,939999999
F25020166,BOLAÑOS HERNANDEZ.MERCE/BERGA BOLAÑOS.ROSA,AV,ROVIRA ROURE,87,LLEIDA,25198,379 LLEIDA 7 ONZE DE SETEMBRE,939999999
F25020173,ESTEVE GATNAU. GILBERT,CR,INSTITUTS,2,AGRAMUNT,25310,1 AGRAMUNT,973390695
F25671263,RUIZ TERÉS. MANUEL ,CR,ALMIRALL FOLCH,13,LLEIDA,25005,379 LLEIDA 7 ONZE DE SETEMBRE,873490432
F25729890, PLUMED HERNANDEZ DAVID,AV,President Macià,42,CERVERA,25200,106 CERVERA,
F25741295,GABÀS CURIÀ MIRIAM,CR,Lleida,5,ALPICAT,25110,141 LLEIDA RURAL 1-NORD,
F43000018,DELGADO GARDO. MARIA PILAR,CR,FELIP PEDRELL,1,ALCANAR,43530,206 SANT CARLES DE LA RÀPITA,977732291
F43000025,DELGADO BOIX. JORDI,AV,CATALUNYA,59,ALCANAR,43530,206 SANT CARLES DE LA RÀPITA,977730105
F43000032,FARRAS TOMAS. JORDI/FARRAS MAS JOSEP M,AV,REUS,19,ALCOVER,43460,333 ALT CAMP OEST,977760479
F43000040,MARTI SOLE. M CINTA,AV,JOAQUIM MIR,43,L'ALEIXAR,43381,87 LES BORGES DEL CAMP,977815150
F43000057,BLANCO GONZÁLEZ. EVA MARIA,PL,DE DALT,5,ALFORJA,43365,87 LES BORGES DEL CAMP,977816153
F43000064,OLIVELLA PEDROLA. ROSER,CR,ANDREU LLAMBRIC,22,L'AMETLLA DE MAR,43860,178 L'AMETLLA DE MAR - EL PERELLÓ,977456132
F43000071,ALBELLA BELTRAN.M CARME,CR,SANTA BARBARA,30,AMPOSTA,43870,4 AMPOSTA,977702613
F43000089,SALOM BELTRAN. ARTUR/SALOM JOVANI.ANGELA,CR,SEBASTIÀ JUAN ARBÓ,85,AMPOSTA,43870,4 AMPOSTA,977704076
F43000096,FERRE PUJOL. L/FERRE PUJOL. X,PS,DEL CANAL,7,AMPOSTA,43870,4 AMPOSTA,977706247
F43000106,FORCADELL ALUCHA. MARIA.,CR,GRAO,49,AMPOSTA,43870,4 AMPOSTA,977700483
F43000113,SURIOL RIBE. ANDREU,CR,MAJOR,22,L'ARBOÇ,43720,314 BAIX PENEDÈS - INTERIOR,977670009
F43000120,PALLARES POVILL. MA. TERESA,CR,RIU,43,ASCÓ,43791,120 FLIX,977406109
F43000138,SOLE ROIG. ELISENDA,AV,MAGDALENA MARTORELL,56,LES BORGES DEL CAMP,43350,87 LES BORGES DEL CAMP,977816101
F43000145,CURTO GONZALVO. MIREIA,AV,TERRA ALTA,24,BATEA,43786,246 TERRA ALTA,977430263
F43000152,HERNANDEZ ESCRIBA. M. CARMEN/MONTAGUT HERNANDEZ. ANNA,CR,REUS,44,BENISSANET,43747,165 MÓRA LA NOVA - MÓRA D'EBRE,977407111
F43000160,DALMAU ARMENJACH. MARIA,CR,LLIBERTAT,11,LA BISBAL DEL PENEDÈS,43717,13 EL VENDRELL,977688550
F43000177,DE MIGUEL GASOL. JOSEFINA,AV,CATALUNYA,1,BRÀFIM,43812,262 ALT CAMP EST,977620041
F43000184,GRACIA CASTELLVI. CARLES XAVIER,CR,JESUS,48,CALAFELL,43820,357 CALAFELL,977691639
F43000191,BESORA MALLAFRE. ANNA,CR,CONSULAT DEL MAR,60,CAMBRILS,43850,91 CAMBRILS,977360270
F43000201,BARCELONA MARTI. FREDERIC,AV,DE LA INDEPENDENCIA,1,CAMBRILS,43850,91 CAMBRILS,977360466
F43000219,ESCODA LLOP. ORIOL,CR,RAVAL,56,LA CANONJA,43110,239 TARRAGONA 1,977545090
F43000226,ESCUDER MONFORT. LLUIS,CR,RAMON I CAJAL,20,LA SÉNIA,43560,260 ULLDECONA,977714177
F43000233,MESTRE BELLAUBI. MARIA JOSE,CR,DEL MIG,17,LA SÉNIA,43560,260 ULLDECONA,977713233
F43000240,ROIG ALDASORO. M TERESA,CR,MAJOR,6,CONSTANTÍ,43120,107 CONSTANTÍ,977521710
F43000258,TOMBAS RIBAS. ROSA M,CR,MAJOR,20,CORNUDELLA DE MONTSANT,43360,112 CORNUDELLA DE MONTSANT,977821093
F43000272,MONLLAU MAYOR.LINA,PL,MAJOR,15,XERTA,43592,256 TORTOSA 2 - OEST,977473412
F43000297,ROVIRA SANCHEZ. ALBERT,PS,CAÑELLAS,15,L'ESPLUGA DE FRANCOLÍ,43440,162 MONTBLANC,977870031
F43000307,CORTIELLA GARRETA.MA. CARME,PL,QUARTERA,40,FALSET,43730,118 FALSET,977830037
F43000314,COMPTE RAMISA. MONTSERRAT,CR,MIQUEL BARCELO,16,FALSET,43730,118 FALSET,977830914
F43000321,BARBERO PAMIES. PILAR,CR,SANT JORDI,19,FLIX,43750,120 FLIX,977410529
F43000339,BARBERO PAMIES. AMELIA,CR,MAJOR,6,FLIX,43750,120 FLIX,977410129
F43000346,RUIZ FELEZ. CARLOS PABLO,CR,MAJOR,15,GANDESA,43780,246 TERRA ALTA,977420069
F43000353,PESET BOSCH. TOMAS,CR,SANT LLORENÇ,47,LA GALERA,43515,4 AMPOSTA,977718329
F43000360,VILADRICH MAYOR. NEUS,CR,ESGLESIA,6,GINESTAR,43748,165 MÓRA LA NOVA - MÓRA D'EBRE,977409047
