Codi farm,Oficina de farmàcia,Tipus via,Nom via,Núm. Via,Municipi,CP,ABS,Telèfon
F43000378,FERRÀS PRATS. JOAQUIM,CR,NAVARRA,8,HORTA DE SANT JOAN,43596,246 TERRA ALTA,977435016
F43000385,PIQUE MONTEVERDE. M MAGDALENA,CR,MESTRE ARNAU,19,MARÇÀ,43775,118 FALSET,977178320
F43000392,FELIP SANCHEZ. JAUME,AV,GENERAL PRIM,6,MONTBLANC,43400,162 MONTBLANC,977860167
F43000402,SANCHEZ FARRE. ANNA MARIA,CR,BATLLE DIONIS MESTRE,1,MONTBLANC,43400,162 MONTBLANC,977860020
F43000427,GUILLEN GIBERT. EVA MARIA,CR,RIBA I MESTRE,11,MONT-ROIG DEL CAMP,43300,163 MONT-ROIG DEL CAMP,977837702
F43000434,MOLINA DIAZ. JUAN CARLOS/BENGOCHEA PRIETO.ANA,AV,COMARQUES CATALANES,57,MÓRA D'EBRE,43740,165 MÓRA LA NOVA - MÓRA D'EBRE,977400115
F43000441,NOGUES HOMEDES.MC/VECIANA NOGUES.A,CR,MAJOR,17,MÓRA LA NOVA,43770,165 MÓRA LA NOVA - MÓRA D'EBRE,977400368
F43000459,PALAU TORRES. PAU,CR,SANT PLACID,2,EL MORELL,43760,166 EL MORELL,977840659
F43000466,CEDO RIGALT. M ROSA/VENDRELL CEDÓ. ROSA,CR,PRIM,9,EL PERELLÓ,43519,178 L'AMETLLA DE MAR - EL PERELLÓ,977490047
F43000473,ROCAMORA BATALLA. MONTSERRAT,CR,RERIA,4,EL PLA DE SANTA MARIA,43810,262 ALT CAMP EST,977630030
F43000480,BRU FRANCESCH. JOSEP,CR,SANT JOAN,15,REUS,43201,303 REUS 1,977315859
F43000498,CAVALLE VALLVERDU. JORDI,RV,JESUS,48,REUS,43201,303 REUS 1,977310657
F43000508,FERRUS MUNTANE. MARGARITA,RV,JESUS,1,REUS,43201,303 REUS 1,977342237
F43000515,GISPERT VOLTAS. RAFAEL M,RV,MARTI FOLGUERA,51,REUS,43201,303 REUS 1,977310478
F43000522,ESTEVE TARRAGO. SILVIA,CR,MILA I FONTANALS,2,REUS,43205,307 REUS 5,977754171
F43000547,PIQUE MONTEVERDE. JOAQUIM/PIQUE CALAFELL. TANIA,PL,MERCADAL,8,REUS,43201,303 REUS 1,977342880
F43000554,FELIU LLOVERA. ERNEST,CR,AMPLE,38,REUS,43202,305 REUS 3,977314062
F43000561,ROIG FERRÉ. EDUARD,RV,SANTA ANNA,2,REUS,43201,303 REUS 1,977237528
F43000579,ORNOSA GISPERT. MARIA TERESA,RV,SANTA ANNA,58,REUS,43201,303 REUS 1,977303018
F43000586,SANS PORTA. PABLO,CR,LLOVERA,47,REUS,43201,303 REUS 1,977341943
F43000603,PIQUÉ CALAFELL. JOAQUIM.,AV,PRESIDENT MACIA,21-23,REUS,43204,307 REUS 5,977770830
F43000610,LOKHMATOVA. GALYNA,CR,RAVAL,S/N,LA RIBA,43450,333 ALT CAMP OEST,977860126
F43000628,PUIG VILAS. MONTSERRAT,PL,ESGLESIA,8,RIBA-ROJA D'EBRE,43790,120 FLIX,977416105
F43000635,ROBUSTE MATEU. RAMON,CR,DR. FLEMING,1,RIUDOMS,43330,188 RIUDOMS,977768047
F43000642,GUIMERA SALOM. GUILLERMO/GUIMERA CASTELL. GUILLERMO,CR,MAJOR,12,ROQUETES,43520,256 TORTOSA 2 - OEST,977500929
F43000650,REVERTÉ ROSELLÓ. NEUS,CR,MAJOR,34-36,ROQUETES,43520,256 TORTOSA 2 - OEST,977500372
F43000667,BORRUT VALLES. JOSEP M,CR,CONSTANCIA,6,SANT CARLES DE LA RÀPITA,43540,206 SANT CARLES DE LA RÀPITA,977740160
F43000674,FRANQUET TUDO. ELVIRA/RUIZ FRANQUET.ELVIRA,PL,ESPANYA,5,SANT CARLES DE LA RÀPITA,43540,206 SANT CARLES DE LA RÀPITA,977740164
F43000699,BERTOMEU CANALDA. JOSEP/BERTOMEU ARASA.JOSEPA/BERTOMEU ARASA.ANGELS,CR,VERGE DE MONTSERRAT,3,SANTA BÀRBARA,43570,4 AMPOSTA,977718041
F43000716,BALCELLS SABATE. JOSEP,CR,MAJOR,7,SANTA COLOMA DE QUERALT,43420,228 SANTA COLOMA DE QUERALT,977880030
F43000723,XIMENOS ALIO. IMMACULADA,PL,MAJOR,17,SANTA COLOMA DE QUERALT,43420,228 SANTA COLOMA DE QUERALT,977880040
F43000730,SEGURA CASTELLVI.MIQUEL ANGEL,AV,DE LA CONCA,42,SARRAL,43424,162 MONTBLANC,977890275
F43000748,SANCHEZ HIDALGO. ESTRELLA,CR,SANT CRISTOFOR,35,LA SECUITA,43765,166 EL MORELL,977625042
F43000755,PUNSOLA PALAU. MARC,AV,PUIG I FERRATER,8A,LA SELVA DEL CAMP,43470,354 LA SELVA DEL CAMP,977844415
F43000762,PROS SAUMOY. SARA,CT,DE MONTBLANC A ARTESA,45,SOLIVELLA,43412,162 MONTBLANC,977892417
F43000770,BRU ROIG. BLANCA,CR,DE FALSET,16,TARRAGONA,43006,240 TARRAGONA 2,977211340
F43000787,CANTÓ RIGAU. ANNA,CR,SANT ANTONI MARIA CLARET,18,TARRAGONA,43002,244 TARRAGONA 6,977896078
F43000794,BORONAT PODEROS. JORGE,CR,REIAL,21,TARRAGONA,43004,241 TARRAGONA 3,977240672
F43000804,SANZ SANZ. FERMIN,RB,NOVA,55,TARRAGONA,43003,364 TARRAGONA-8,977232325
F43000811,MAS CAVALLE. SILVIA,CR,MAJOR,46,TARRAGONA,43003,364 TARRAGONA-8,977206447
F43000829,DOMINGO SAIGI. PERE,RB,NOVA,54,TARRAGONA,43004,364 TARRAGONA-8,977228120
F43000836,FONT-QUER PLANA. RAUL/ROSET ARMENGOL.MARTA,PL,GENERALITAT,1,TARRAGONA,43005,244 TARRAGONA 6,977211660
F43000843,PONS GÜELL. MARIA CARME / ARANDA PONS. NÚRIA.,AV,MARIA CRISTINA,12,TARRAGONA,43002,364 TARRAGONA-8,977243761
F43000850,PAYO SOL. ANA,RB,VELLA,31,TARRAGONA,43003,364 TARRAGONA-8,977201683
F43000868,SALOMO TUSET. ESTHER,CR,CANYELLES,6,TARRAGONA,43001,364 TARRAGONA-8,977201434
F43000875,SALAZAR ECHAVARRIA. ANTONIO,CR,COS DEL BOU,2,TARRAGONA,43003,364 TARRAGONA-8,977231631
F43000882,CARRERAS JOFRE. CARME,CR,QUINZE,24,TARRAGONA,43100,239 TARRAGONA 1,977544909
F43000890,RUBIO SANROMÀ. CLARA.,CR,UNIÓ,17,TARRAGONA,43001,364 TARRAGONA-8,977233521
F43000900,VIDAL VIDAL. ANA MARIA,CR,JOSEP CARNER,3,TARRAGONA,43007,242 TARRAGONA 4,977240268
F43000917,FULLANA GALOFRE. JAUME,CR,APODACA,28,TARRAGONA,43004,241 TARRAGONA 3,977232516
F43000924,BAYARRI GARCIA. MANUELA,PL,SITGES,9,TIVISSA,43746,165 MÓRA LA NOVA - MÓRA D'EBRE,977418201
F43000931,COGUL ARDEVOL. BLANCA,CR,ANTONI ROIG,14,TORREDEMBARRA,43830,257 TORREDEMBARRA,977640003
F43000949,RENAU AGUILAR. LLUIS ,AV,DE LA GENERALITAT,56,TORTOSA,43500,255 TORTOSA 1 - EST,977440735
F43000956,FRANCH FRANCH. M TERESA,AV,CATALUNYA,47,TORTOSA,43500,256 TORTOSA 2 - OEST,977501345
F43000963,GAMUNDI VILA. CONCEPCIO/MIRET GAMUNDI. CONCEPCIO,AV,CRISTOFOL COLOM,8,TORTOSA,43500,256 TORTOSA 2 - OEST,977500923
F43000970,TORRENT COSTILLA. FRANCESC XAVIER,TR,FELIP PEDRELL,94-96,TORTOSA,43500,255 TORTOSA 1 - EST,977441830
F43000988,BALAGUER ARNAU. MARIA AMPARO.,AV,GENERALITAT,7,TORTOSA,43500,255 TORTOSA 1 - EST,977440327
F43000995,RENAU DOMINGO. MONTSERRAT,CR,CERVANTES,21,TORTOSA,43500,255 TORTOSA 1 - EST,977441126
F43001004,TELLEZ GALLEGO. CELIA EUGENIA,PL,ALFONS XII,6,TORTOSA,43500,255 TORTOSA 1 - EST,977440342
F43001011,BARREDA DUCH.FERRAN/SORLI BALLESTER.VICENT/BARREDA CAPAFONS.IRIS,AV,GENERALITAT,95,TORTOSA,43500,255 TORTOSA 1 - EST,977440443
F43001029,FERRERES PUCHOL. MA. CARME,PL,AGUSTÍ QUEROL,6,TORTOSA,43500,255 TORTOSA 1 - EST,977510348
F43001036,QUEROL BEL. CLARA,CR,SANT BLAI,17,TORTOSA,43500,255 TORTOSA 1 - EST,977441944
F43001043,BERTOMEU LAZARO. MARIA TERESA,CR,RAMON VERGÉS PAULÍ,24,TORTOSA,43500,255 TORTOSA 1 - EST,977440715
F43001050,GIMENO PALATSI. MARIA VICTORIA,AV,CATALUNYA,302,L'ALDEA,43896,328 L'ALDEA - CAMARLES - L'AMPOLLA,977450543
F43001068,FORTUÑO BELTRAN. JORDI,CR,VINT-I-VUIT,7,CAMARLES,43894,328 L'ALDEA - CAMARLES - L'AMPOLLA,977470010
F43001075,MARTI MARIN. MARIA ANGELS,CR,GOLES DE L'EBRE,217,DELTEBRE,43580,113 DELTEBRE,977480032
F43001082,QUERALT ALVAREZ. MATILDE/QUERALT ALVAREZ.MONTSERRAT,CR,GOLES DE L'EBRE,272,DELTEBRE,43580,113 DELTEBRE,977480070
F43001090,BLANCH PASTOR. JORDI,CR,MAJOR,1,SANT JAUME D'ENVEJA,43877,4 AMPOSTA,977468111
F43001100,CAPELLA ARZO. GODOFREDO,AV,DELS MOLINS DEL COMTE,50,TORTOSA,43590,256 TORTOSA 2 - OEST,977500764
F43001117,FERRERES GIMENO. MANUEL,AV,CATALUNYA,2,DELTEBRE,43580,113 DELTEBRE,977489918
F43001124,PUIG SALOMON. PIO,CR,SANT LLUC,34,ULLDECONA,43550,260 ULLDECONA,977720161
F43001131,VILADOT SUBIRATS. ANTONIO/VILADOT JARAMILLO.ANTONIO,CR,MAJOR,75,ULLDECONA,43550,260 ULLDECONA,977720031
F43001149,RULL FERRE. GABRIEL,CR,ABAT LLORT,24,VALLS,43800,263 VALLS URBÀ,977609116
F43001156,GALIMANY SOLE/MURILLO GALIMANY,PS,PORTAL NOU,4-5,VALLS,43800,263 VALLS URBÀ,977600597
F43001163,RULL FERRE. CONSOL,CR,DE LA CORT,26,VALLS,43800,263 VALLS URBÀ,977612517
F43001170,MIQUEL ALONSO. ANGELES,PL,DEL PATI,9,VALLS,43800,263 VALLS URBÀ,977600606
F43001188,VISCASILLAS MURET. MARIA TERESA,CR,PEIXATERIA,11,VALLS,43800,263 VALLS URBÀ,977600490
F43001195,CLIMENT PONS. LOURDES ROSARIO,CR,ANSELM CLAVE,35,VALLS,43800,263 VALLS URBÀ,977600763
F43001205,MESTRES CATALA. MARIA CARME,CR,PRAT DE LA RIBA,2,EL VENDRELL,43700,13 EL VENDRELL,977666084
F43001220,ROVIRA RIBAS. JAUME,CR,PRAT DE LA RIBA,6-8,EL VENDRELL,43700,13 EL VENDRELL,977660873
F43001237,MAÑE FIGUEROLA.SALVADOR,CR,PATROCINI,2,VILABELLA,43886,262 ALT CAMP EST,977620130
F43001244,BORONAT BOVE. M CARME,AV,VERGE DEL ROSER,4,VILALLONGA DEL CAMP,43141,166 EL MORELL,977840156
F43001251,CUNILLERA GALOFRE. ALBERT,CR,JACINT VERDAGUER,8,VILA-RODONA,43814,262 ALT CAMP EST,977638056
F43001269,JANSA GRAN. CARLES,PL,DE LES VOLTES,4,VILA-SECA,43480,340 VILA-SECA,977390374
F43001276,OLIVA OLIVA.M DOLORS/CRISTIA OLIVA.GIL,PS,JAUME I. EDIFICI CHIPRE,28,SALOU,43840,339 SALOU,977380531
F43001283,BESORA MALLAFRE. JORDI,PL,BONET,2,SALOU,43840,339 SALOU,977380343
F43001300,SALVAT MARCÓ. MARINA,AV,DE PRAT DE LA RIBA,31,TARRAGONA,43001,241 TARRAGONA 3,977241038
F43001318,COGUL ARDEVOL. FRANCESC J.,CR,CRISTOFOR COLOM,23,TARRAGONA,43001,241 TARRAGONA 3,977212183
F43001325,ROIG CUCURULL. M. CARME/SABATE ROIG.JOAN,CR,ROVIRA VIRGILI,30,TARRAGONA,43002,244 TARRAGONA 6,977216609
F43001332,PIQUÉ DE CELIS. MARIA LUISA,AV,RAMON Y CAJAL,37,TARRAGONA,43001,241 TARRAGONA 3,977212286
F43001340,CAÑAS TEJEDOR. E/VIDAL CAÑAS. N,CR,CONSULAT DEL MAR,70,CAMBRILS,43850,91 CAMBRILS,977792712
F43001357,MARTI BARTOLIN. RAÜL,CR,SEGARRA,19,TARRAGONA,43006,240 TARRAGONA 2,977541489
F43001364,BUENAFUENTE SANS. JUAN,CR,WAD-RAS,1,REUS,43205,304 REUS 2,977312548
F43001371,GUZMAN OLIETE. CRISTINA,CR,PIN I SOLER,3,TARRAGONA,43002,244 TARRAGONA 6,977218175
F43001389,BRU SERRA. JOSEP MARIA,CR,RIERA DE MIRO,59,REUS,43203,306 REUS 4,977344146
F43001396,ROIG ROVIRA. CRISTINA,AV,PRAT DE LA RIBA,21,REUS,43201,305 REUS 3,977314161
F43001406,RODRIGUEZ GALINDO. M DOLORS,CR,SANT JOAN,36,REUS,43201,304 REUS 2,977313336
F43001413,PADILLA PAPACEIT. OLGA,RD,SUBIRA,12,REUS,43205,307 REUS 5,977756967
F43001420,MESTRES VIDIELLA. JOAN,CR,SANT JORDI,13,MONTBRIÓ DEL CAMP,43340,188 RIUDOMS,977826060
F43001438,ALUSTIZA MASOT. JOSE IGNACIO,CR,TORRES JORDI,14,TARRAGONA,43005,241 TARRAGONA 3,977211878
F43001445,LARREA CLAUSELL. M. ISABEL/LARREA CLAUSELL ELENA CECILIA,CR,ENGINYER CABESTANY,2,TARRAGONA,43001,244 TARRAGONA 6,977216959
F43001452,ESQUE ENGLUND. FRANCISCO,CR,ANTONI ROVIRA I VIRGILI,6,TARRAGONA,43002,244 TARRAGONA 6,977219455
F43001477,FONT-QUER PELLICER. MARIA,AV,DE ROMA,7,TARRAGONA,43005,244 TARRAGONA 6,977220603
F43001484,DALMAU CORTES. MERCEDES,CR,DOM BOSCO,7,REUS,43203,306 REUS 4,977343329
F43001491,FONT-QUER PELLICER. RAÜL.,CR,DEL GENERAL MORAGUES,107,REUS,43203,305 REUS 3,977313046
F43001501,PUJOL CID JOSEP M,AV,SANT JOAN DE DEU,79,CALAFELL,43820,357 CALAFELL,977662528
F43001519,NUÑO ESCRIBANO. PILAR,CR,VINT-I-U,47,TARRAGONA,43100,239 TARRAGONA 1,977543990
F43001526,MADUELL CANALS. MERCE/ESTAPE MADUELL. MARIA MERCE,CM,RIUDOMS,49,REUS,43202,304 REUS 2,977320707
F43001533,DOMINGO NAVARRO. SUSANA,CR,ESCOLES,3,ALTAFULLA,43893,257 TORREDEMBARRA,977650207
F43001540,SUÑER MAS. MARIA ALBA,PS,MISERICORDIA,18,REUS,43205,307 REUS 5,977755976
F43001565,CARDONA JALBUENA. JOSÉ MARIA,PS,PRIM,32,REUS,43202,304 REUS 2,977313289
F43001572,GARCIA ARAGONES.FERNANDO,CR,VIA AUGUSTA. BULEVARD BLAU 6-B,34,VANDELLÒS I L'HOSPITALET DE L'INFANT,43891,324 VANDELLÒS I L'HOSPITALET DE L'INFANT,977823046
F43001580,TUSET PROS. JOSEFINA,PL,PONENT,2,TARRAGONA,43001,241 TARRAGONA 3,977216959
F43001597,MASOT ROIGE. FRANCESCA,CR,PAU CASALS,85,VILA-SECA,43480,340 VILA-SECA,977384720
F43001614,SOLE PONS. MARIA DEL MAR,AV,PRINCIPAT D'ANDORRA,11,TARRAGONA,43002,244 TARRAGONA 6,977215572
F43001621,TOBELLA BATALLE. RICARD,PL,G TRILLAS APARTHOTEL,S/N,EL VENDRELL,43700,13 EL VENDRELL,977680917
F43001639,ROVIRA SANCHEZ. DAVID,AV,BARCELONA,52,CUNIT,43881,359 CUBELLES-CUNIT,977674181
F43001646,GARCIA MANZANARES. M TERESA/PLANA GARCIA. VIRGINA,CR,DE SANT BENILDE,10,TARRAGONA,43006,240 TARRAGONA 2,977549790
F43001653,SALAZAR MENA. MANUEL,AV,CATALUNYA,17,TARRAGONA,43002,364 TARRAGONA-8,977223020
F43001660,VIDAL REGOLF/BAIXAULI VIDAL,AV,CATALUNYA,S/N,AMPOSTA,43870,4 AMPOSTA,977701495
F43001678,ARQUÉ MULÉ. MARIA MONTSERRAT,PS,MIRAMAR,72,SALOU,43840,339 SALOU,977381264
F43001685,PEDROLA FERRANDO. MONTSERRAT,CR,PIRINEUS,121,TARRAGONA,43130,352 TARRAGONA-7 (SANT SALVADOR),977221759
F43001692,MIRO RODRIGUEZ . FERRAN,CR,PERE BADIA,55,TORREDEMBARRA,43830,257 TORREDEMBARRA,977640735
F43001702,NEBRERA MONTORO. ANNA MARIA/BORREGO NEBRERA. ANA MARIA,CR,VINT-I-U,24,TARRAGONA,43100,239 TARRAGONA 1,977543207
F43001710,CIUTAT MONTSERRAT.ROSA/MOLERO CIUTAT. HELENA,CR,DE GRAN CANARIA,11,TARRAGONA,43006,240 TARRAGONA 2,977543189
F43001727,FULLANA FIOL. BARTOMEU,CR,CRISTOFOR COLOM,1,TARRAGONA,43001,241 TARRAGONA 3,977214517
F43001734,MELER BROSED. RAÜL-ENRIQUE,CR,CAPUTXINS,21 BIS,TARRAGONA,43001,241 TARRAGONA 3,977240216
F43001741,PUJOL FITE. ARTUR,CR,BLOC SANT JOAN,S/N,TARRAGONA,43007,243 TARRAGONA 5,977217102
F43001759,TUSET FRONOS. LAURA,CR,FRANCESC MACIA,9,VILA-SECA,43480,340 VILA-SECA,977390217
F43001766,SOLE LLEVAT. M DOLORS,AV,BARCELONA,158,MONT-ROIG DEL CAMP,43300,163 MONT-ROIG DEL CAMP,977810221
F43001773,DAHISTRÖM GÓMEZ. ANDREA VICTORIA,AV,CARLES BUIGAS,14-16,SALOU,43840,339 SALOU,977381363
F43001780,GUILAMANY BARRERAS. MARGARIDA,CR,SANT ISIDRE,4,RODA DE BERÀ,43883,257 TORREDEMBARRA,977657137
F43001798,BEL ARMENGOL. MERCEDES/MUR BEL. CARLES,CR,SANT ISIDRE,87,SANT CARLES DE LA RÀPITA,43540,206 SANT CARLES DE LA RÀPITA,977741460
F43001808,ALCOCEBA GUTIERREZ. MERCE,CR,MUNTANER,13-15,TARRAGONA,43130,352 TARRAGONA-7 (SANT SALVADOR),977520537
F43001815,RUBIO MORENO. GREGORIA,CR,"""ROC DE SANT CAIETA """"LAS CARABELAS""",S/N,RODA DE BERÀ,43883,257 TORREDEMBARRA,977809902
F43001822,SURIOL ROIG. RAMON,AV,PENEDES,8,L'ARBOÇ,43720,314 BAIX PENEDÈS - INTERIOR,977670009
F43001830,CREUS ARMENGOL.A/ESCUDERO CREUS.I,CR,VIOLANT D'HONGRIA,25,TARRAGONA,43007,243 TARRAGONA 5,977218357
F43001847,LLOPART CATALA. GLORIA/SIERRA LLOPART. JORDI,BL,SANT SIMÓ,S/N,TARRAGONA,43007,243 TARRAGONA 5,977200015
F43001854,PIRO BARRI. FRANCESC,CR,VALLS,3-4,SALOU,43840,339 SALOU,977381388
F43001861,MATAS CAELLES. JOSEP,AV,PERE EL CERIMONIOS,68,REUS,43204,307 REUS 5,977771536
F43001879,PEREZ CERRADA. ELENA PILAR,CR,DE LA VALLVERA,10,VALLS,43800,263 VALLS URBÀ,977602430
F43001886,ESPLUGAS SOLE. EMMA,CR,JAUME I,46,TARRAGONA,43005,241 TARRAGONA 3,977214566
F43001893,SANS BENET. GERARD,AV,DE BARCELONA,6,REUS,43206,305 REUS 3,977332210
F43001903,VIDAL FONT. ANNA MA.,CR,ALZINA,S/N,LLORENÇ DEL PENEDÈS,43712,314 BAIX PENEDÈS - INTERIOR,977677409
F43001910,PAPACEIT SANSA. LAURA,CR,FLORENCI VIVES,10,TARRAGONA,43002,364 TARRAGONA-8,977222260
F43001928,BOFARULL MASIP. JOSEP,CR,BATAN,30,REUS,43204,303 REUS 1,977345988
F43001935,BUENO ANDREU. VICENÇ,CT,VALLS,57,EL VENDRELL,43700,13 EL VENDRELL,977661656
F43001942,MIRO NUÑO.MARIA PILAR/MIRO NUÑO. EVA,CR,MANUEL CARRASCO,3,LA CANONJA,43110,239 TARRAGONA 1,977546060
F43001950,VIDIELLA CAELLES. LAURA,CR,ANTIQUARIS,2,REUS,43205,307 REUS 5,977757376
F43001967,FREIXAS BAZACO. MARIA,AV,DE RIUDOMS,14,REUS,43201,304 REUS 2,977311359
F43001974,GINE ANGUERA. NOEMI,PS,PRIM,10,REUS,43202,304 REUS 2,977316105
F43001981,FERNANDEZ CABRE. ESTHER,CR,PERE MARTELL,5,TARRAGONA,43001,241 TARRAGONA 3,977219704
F43001999,ANDREU PRATS. MA. DOLORS,CR,DELTEBRE,33,TARRAGONA,43006,240 TARRAGONA 2,977547870
F43002008,CONDE PEIDRO. LUCIA,CR,ESCULTOR ROCAMORA,1,REUS,43204,307 REUS 5,977757301
F43002015,ROIG ARDEVOL.JOAN RAMON,AV,CARDENAL VIDAL I BARRAQUER,32,REUS,43205,307 REUS 5,977315195
F43002030,PUJOL PERPIÑA. ARTUR,CR,EIVISSA,7-9,TARRAGONA,43005,241 TARRAGONA 3,977221323
F43002047,SANCHEZ HIDALGO. JOSE CESAR,PS,SUNYER,31,REUS,43202,305 REUS 3,977311669
F43002054,DRONDA AYZA. MA ANGELES,AV,DE VIDAL I BARRAQUER,7,TARRAGONA,43005,244 TARRAGONA 6,977221862
F43002061,URGELLES HOMDEDEU. MARIA JOSEP,AV,SANT JORDI,33,REUS,43201,305 REUS 3,977306937
F43002079,NOLLA SOLE. JOAQUIN,BL,DEL BAIX PENEDES,11 Bis,TARRAGONA,43007,243 TARRAGONA 5,977212569
F43002086,MESTRE ANGUERA. IMMACULADA,PL,GARCIA LORCA,4,TARRAGONA,43006,240 TARRAGONA 2,977545190
F43002093,SOLANELLAS JUNCOSA. NURIA,CR,PINTOR TAPIRO,2,REUS,43203,305 REUS 3,977315359
F43002103,PEYA CAPELLÀ. MARTA,CR,FRANCESC BASTOS,1,TARRAGONA,43005,241 TARRAGONA 3,977527586
F43002110,BOFARULL COMAMALA. JOSEP,CR,ROGER DE BELFORT,49,REUS,43202,304 REUS 2,977316666
F43002128,CACHO RUIZ. EDUARDO.,CR,MARE MOLES,27-29,REUS,43202,304 REUS 2,977311047
F43002135,ROBUSTE FOLCH. XAVIER,AV,PAïSOS CATALANS,207,REUS,43205,304 REUS 2,977345901
F43002142,LÓPEZ AGUILÒ. BERTA,CR,MARCEL MIRALLES,6,L'AMPOLLA,43895,328 L'ALDEA - CAMARLES - L'AMPOLLA,977593337
F43002150,RODÓ CIMA. MARIA,AV,DR. PUJOL,2,CREIXELL,43839,257 TORREDEMBARRA,977800477
F43002167,FELIP COLET. M. CARME,CR,DOCTOR  MALLAFRE GUASCH,2,TARRAGONA,43005,244 TARRAGONA 6,977223255
F43002174,FIDEL MULET. ORIOL,AV,CATALUNYA,35,CORBERA D'EBRE,43784,246 TERRA ALTA,977421252
F43002181,PELLICER PUNYED.ARTUR/PELLICER ARAGONES.CRISTINA,AV,MEDITERRANI,1,REUS,43205,307 REUS 5,977755817
F43002199,VALVENY LLURBA. MARIA NEUS,CR,SANT ANTONI M.CLARET,14,REUS,43204,306 REUS 4,977771022
F43002209,ABAJO MARTIN. PERE ALBERTO,AV,MARIA FORTUNY,49,REUS,43204,306 REUS 4,977305052
F43002216,ROSELL OLLE. MAR,CR,ISABEL VILELLA,9,BELLVEI,43719,13 EL VENDRELL,977168477
F43002223,ESCOBAR POBLET.FRANCESC,CR,REQUET DE FÈLIX,54,VILA-SECA,43480,340 VILA-SECA,977382716
F43002230,CALATAYUD BOQUERA. MARIA DOLORES,CR,VIA ROMA,17,SALOU,43840,339 SALOU,977382761
F43002248,ALBÁ MORERA. EVA MARIA,PL,ONZE DE SETEMBRE,S/N,BANYERES DEL PENEDÈS,43711,314 BAIX PENEDÈS - INTERIOR,977671102
F43002262,OLIETE MATHIOUX. AMALIA,BL,EDIFICI RIUCLAR,S/N,TARRAGONA,43006,240 TARRAGONA 2,977549209
F43002270,PIÑANA PLA. JOSEP LLUIS,CR,GENERALITAT,38,TIVENYS,43511,255 TORTOSA 1 - EST,977496138
F43002287,PELLISA DE CID. ANNA,CR,LLEIDA,3,EL PINELL DE BRAI,43594,246 TERRA ALTA,977426206
F43002294,DUCH REQUENA. ESTER.,CR,MAJOR,1,VIMBODÍ I POBLET,43430,162 MONTBLANC,977878095
F43002304,VIDAL DOMENECH. CRISTINA,PS,FRANCESC MACIÀ,3-13,LA RIERA DE GAIÀ,43762,257 TORREDEMBARRA,977655155
F43002311,LOPEZ AGUILO. JOSEP,CR,BARCELONA,63,MASDENVERGE,43878,4 AMPOSTA,977718702
F43002329,CEREZO HERNANDO. JORGE VICENTE/CEREZO HERNANDO JAVIER,CR,JOAN BUSQUETS I CRUSAT,8,REUS,43206,304 REUS 2,977321070
F43002336,GODINA FERRERES. TERESA,CR,SETEMBRE,8,GODALL,43516,4 AMPOSTA,977718805
F43002343,STOLPA. BETTINA K.,CR,VALL D'ESTUDI,S/N,LA FATARELLA,43781,246 TERRA ALTA,977413417
F43002350,PELLICER AGUADE. ASSUMPTA,CR,MAJOR,21,RIUDECOLS,43390,87 LES BORGES DEL CAMP,977817360
F43002368,ICART DE BOFARULL. ANNA,CR,MONTSERRAT,13,LA POBLA DE MONTORNÈS,43761,257 TORREDEMBARRA,977641050
F43002375,COLOM FELIU. LLUIS MARIA,PL,DE LA CONCORDIA. PARC. 10,2,VINYOLS I ELS ARCS,43391,188 RIUDOMS,977362191
F43002390,ARTIGAU SENDROS.MA.DOLORS,CR,MONTSERRAT,9,EL PONT D'ARMENTERA,43817,262 ALT CAMP EST,977639401
F43002400,GUIX CAPDEVILA. MÒNICA GRISELDA,CR,DE LA UNIO,48,VALLMOLL,43144,263 VALLS URBÀ,977637908
F43002417,MASSO JUNCOSA. IMMACULADA,CR,LLUIS COMPANYS,13,BENIFALLET,43512,256 TORTOSA 2 - OEST,977462021
F43002424,CELMA PASCUAL. M TERESA,CR,CARRETERA,56,ALDOVER,43591,256 TORTOSA 2 - OEST,977473508
F43002431,ALIJO SALAMANCA. DAVID,CR,POMPEU FABRA,15,CASTELLVELL DEL CAMP,43392,305 REUS 3,977855046
F43002449,ROCA BIOSCA. MONICA,CR,TRAFALGAR,44,ALCANAR,43530,206 SANT CARLES DE LA RÀPITA,977737110
F43002456,ROSIQUE ROMAN. M LLUISA,AV,CATALUNYA,S/N,EL CATLLAR,43764,242 TARRAGONA 4,977655339
F43002463,CATALÀ PEÑA. ANAIS,CR,LA CREU,24,MIRAVET,43747,165 MÓRA LA NOVA - MÓRA D'EBRE,977509794
F43002470,PEDRET RAMOS. MA MERCE,CR,DE LA PLAÇA,11,RASQUERA,43513,165 MÓRA LA NOVA - MÓRA D'EBRE,977409073
F43002488,DE MIGUEL GASOL . M TERESA,CR,MARTIRS,2,LA POBLA DE MAFUMET,43140,166 EL MORELL,977840525
F43002495,MAGDALENA ARNAL. LLUIS F.,CR,JOAQUIMA VEDRUNA,4,VALLS,43800,263 VALLS URBÀ,977600011
F43002505,CARBO ROYO. MANUEL,CR,CARRETERA,24,SANT JAUME DELS DOMENYS,43713,314 BAIX PENEDÈS - INTERIOR,977688541
F43002512,MEDRANO DE LA MAZA.LLUIS MIQUEL,CR,SANT PERE,44-46,CALAFELL,43820,357 CALAFELL,977690308
F43002520,BRUFAU DE BARBERA. ANTONI,CR,MAS DE L'ABELLO,24,REUS,43204,306 REUS 4,977771089
